sample,con_1,con_2,con_3,con_4,con_5,con_6,con_7,con_8,le1_1,le1_2,le1_3,le1_4,le1_5,le1_6,le1_7,le1_8,le2_1,le2_2,le2_3,le2_4,le2_5,le2_6,le2_7,le2_8,le3_1,le3_2,le3_3,le3_4,le3_5,le3_6,le3_7,le3_8,mp1_10,mp1_11,mp1_2,mp1_3,mp1_4,mp1_5,mp1_7,mp1_8,mp2_1,mp2_10,mp2_11,mp2_3,mp2_4,mp2_5,mp2_8,mp2_9,mp3_11,mp3_12,mp3_13,mp3_16,mp3_17,mp3_3,mp3_6,mp3_9,px1_1,px1_2,px1_3,px1_4,px1_5,px1_6,px1_7,px1_8,px2_1,px2_10,px2_12,px2_2,px2_3,px2_7,px2_8,px2_9,px3_1,px3_2,px3_3,px3_4,px3_5,px3_6,px3_7,px3_8,sl1_1,sl1_3,sl1_4,sl1_5,sl1_6,sl1_7,sl1_8,sl2_2,sl2_3,sl2_4,sl2_5,sl2_6,sl2_7,sl2_8,sl2_9,sl3_1,sl3_2,sl3_3,sl3_4,sl3_5,sl3_6,sl3_7,sl3_9,,,,,,,,,,,,,
group,ctrl,ctrl,ctrl,ctrl,ctrl,ctrl,ctrl,ctrl,le1,le1,le1,le1,le1,le1,le1,le1,le2,le2,le2,le2,le2,le2,le2,le2,le3,le3,le3,le3,le3,le3,le3,le3,mp1,mp1,mp1,mp1,mp1,mp1,mp1,mp1,mp2,mp2,mp2,mp2,mp2,mp2,mp2,mp2,mp3,mp3,mp3,mp3,mp3,mp3,mp3,mp3,px1,px1,px1,px1,px1,px1,px1,px1,px2,px2,px2,px2,px2,px2,px2,px2,px3,px3,px3,px3,px3,px3,px3,px3,sl1,sl1,sl1,sl1,sl1,sl1,sl1,sl2,sl2,sl2,sl2,sl2,sl2,sl2,sl2,sl3,sl3,sl3,sl3,sl3,sl3,sl3,sl3,,,,,,,,,,,,,
sl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.29,1.27,2.18,4.62,3.07,2.74,1.65,2.665,2.655,2.63,3,4.885,3.495,3.99,3.045,1.533333333,1.173333333,2.81,0.3,1.013333333,1.66,1.906666667,2.613333333,,,,,,,,,,,,,
px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,0.67,0.66,0.78,1.15,1.02,1.08,0.97,1.205,0.31,1.225,1.06,0.67,1.235,1.185,0.985,0.74,0.763333333,0.976666667,0.823333333,0.89,1.28,0.9,0.853333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,20.5,26.5,18,12,20,20.5,13,16.75,21.5,22.25,11.5,12.25,20.5,15.25,20,17.5,18.33333333,17.66666667,14.83333333,18.66666667,12.5,14.33333333,16.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2966,1896.749113,1892.78853,3815.696421,2612.09638,2297.398865,949.6467391,333.2137897,1532.471136,1087.429944,2296.165447,1989.207799,1670.587698,2517.539166,1474.811464,923.5741661,810.3150769,503.4290057,1056.241558,667.2009068,1023.72179,379.3771327,867.0721815,1664.715909,717.9142772,1924.314582,1706.826042,791.6077243,776.8009834,672.6093149,983.6514907,1010.840943,1596.859183,4725.291182,1708.955403,1490.537831,4925.657407,4735.957352,1929.403427,1373.108302,2127.640061,3567.481049,1321.245634,1830.102459,4174.104709,4108.031061,179.8794867,2214.573746,1411.782099,388.0983904,642.9226114,641.5391304,834.5348414,1344.050564,2414.319106,1048.369678,1259.117899,4061.410426,6051.341924,2442.613489,1994.025551,4692.294699,6072.030036,5327.162959,2925.925642,7339.245169,2164.020191,1836.398661,5223.799816,6697.560002,1751.386653,6199.210845,4440.710428,4739.798371,4829.138834,2271.824653,597.3572591,2899.066975,1233.675711,3544.573394,5854.566548,3370.911734,2573.346662,3497.196604,1458.628106,1065.523361,2407.901564,4792.348988,3330.645085,3945.333936,3896.452611,1930.431757,1682.166065,1904.574575,4653.927623,3492.738889,1891.263318,1347.696199,2321.296664,3210.394392,1469.177611,3565.599788,3470.692204,3715.815278,,,,,,,,,,,,,
320,42134.68085,48665.07766,40601.3776,45835.69526,44171.69312,48490.60386,42458.27443,38794.49017,46231.03599,46859.88921,43051.1031,39697.92699,38067.25114,42103.67934,41911.4397,41832.92569,32219.45637,36876.54004,33815.36898,30932.16975,40142.55172,43404.48696,41049.62121,36649.58184,37909.67563,37739.69029,36425.22769,35384.25063,36660.98968,36472.86279,43660.68398,45683.04109,35315.10096,41353.35627,43771.06614,39538.80159,47532.798,42590.01817,37206.02372,44896.61861,35402.63759,36670.6587,36557.84381,33170.29895,29272.25089,35842.73548,34350.54415,36145.45679,45362.14953,36757.65888,45184.42633,42079.72103,30546.60373,30074.35637,13376.79387,27906.57084,35371.15363,40864.9055,38286.49751,40150.70419,39780.79233,33979.30844,41248.76514,42328.31743,34480.38345,42611.93686,38245.84814,40957.78644,34676.40107,34116.23072,30867.11423,38457.62235,35767.05879,36959.55137,44099.4647,3714.263048,37607.57407,47112.2739,34050.46636,36395.24042,36823.98494,38662.30806,32231.55264,40038.31751,41497.19317,46053.70469,40197.19587,36008.07603,38113.05336,47312.35152,43621.89805,39571.78851,36410.41291,41146.22067,38535.83333,43482.17004,45914.77193,46140.58642,37558.05294,44065.21003,44255.11618,40763.23645,40437.13056,,,,,,,,,,,,,
3588,6399.376773,5040.4773,7557.950824,13456.25408,7250.66358,6063.67029,5660.300719,8676.605224,6932.959469,10108.89154,11076.50641,7644.169615,9930.9433,7880.247624,8245.04915,16122.63569,11769.82296,10325.43121,15136.98145,11022.2071,10920.67872,11231.57524,8998.825758,12096.6816,15998.26753,11674.03501,14366.74636,11913.85151,14519.00931,19236.00635,11763.67108,16249.35828,6467.237052,6481.562181,7408.51746,6366.887302,6643.736319,7382.941848,7836.291511,6710.599508,10524.01869,9708.559539,11703.37261,6161.916822,7348.923546,7786.640089,7076.373083,7314.18179,8593.607217,9314.148539,8177.513587,9399.656056,6755.01275,8288.086043,1944.524143,10214.69085,9567.044676,10899.53207,8583.771887,24079.61479,9505.680873,9864.500105,11678.19549,11999.27289,14866.07488,26523.40978,18145.50462,11585.0823,11654.20383,22027.9734,11039.50624,18436.97366,19008.31056,11770.55776,30358.40856,1889.033812,20733.30247,29496.47933,22848.74363,21298.88997,25806.02285,35142.84762,18090.6294,22266.26524,25780.61076,29518.0674,14838.5779,29656.70815,23944.31569,36261.9927,46898.96602,66060.06318,32377.76777,35387.89841,26651.5,48949.10307,44972.40643,93151.48075,34739.41824,64230.98812,70166.97334,35120.09969,50737.86667,,,,,,,,,,,,,
1024,20711.62825,16898.24074,22197.02744,14522.20048,16863.99912,11958.51449,9490.814732,13937.6086,5997.937049,10456.76421,7999.353365,5395.3456,3958.806941,4681.077607,3942.398664,4503.25792,5945.0915,3198.181611,2438.511049,2007.415123,3489.441512,3492.483986,1972.253788,1746.654122,2142.524167,2948.047722,3106.532616,1529.707269,2284.926634,1961.956418,2379.095384,2668.451133,10302.17574,6440.001019,9817.415608,15788.81217,10819.60118,9711.532191,7004.912609,8500.320265,6560.37487,4654.556592,4696.820924,10595.65004,7437.964613,4056.998171,7582.475124,4627.241667,3369.903686,5063.882491,3962.72343,4364.208691,4494.564073,5965.843496,1694.528297,3965.612309,10861.16357,13210.20619,9712.746163,6137.707916,11313.08328,12651.76171,16787.40602,10934.99915,8504.61413,9823.065476,10419.29134,11543.03119,14073.9827,10466.00017,9420.468353,8729.473655,9589.619004,12348.38514,9711.994213,1018.885845,13662.40741,6939.140827,9376.989806,11280.21172,18548.07892,9718.88649,11654.07123,11040.97281,13832.39772,11706.0353,10346.07052,10847.27998,11211.59873,11043.15207,10319.50872,7282.571951,11981.32883,13246.28984,11805.88889,9840.479452,12489.18129,6033.659245,10806.46226,8580.321034,8864.763506,9815.143649,10172.38139,,,,,,,,,,,,,
1446,9527.348995,11311.4991,9775.461269,9631.511742,9727.830963,9599.638889,11076.22861,8260.474394,12945.59457,10121.24205,11895.836,13167.75773,13336.40636,11008.45638,12984.0761,12402.89716,15218.60098,13897.91524,19245.01251,13614.46914,14491.89593,14505.84964,15332.32323,17907.26404,21685.28418,16307.85129,18024.74101,18624.46515,17623.20886,20456.41762,16047.36083,18039.2444,11350.88695,10063.73853,12933.06085,11618.18254,11375.07435,9129.888629,13294.79089,11234.39463,13346.55244,12216.4893,18477.84608,9566.157838,11605.69366,13593.60711,9639.080638,18875.69444,15433.21132,15081.92312,19766.72101,17984.56724,13472.10558,17422.7981,5921.272586,18936.60164,11129.20808,9460.642612,9218.557609,8428.945947,8771.283495,8369.940664,7025.164474,9930.280618,10668.87077,14071.79622,11073.58742,11027.90502,7622.421723,13336.14744,9111.012359,11000.12125,9367.609796,7544.927524,8464.850116,902.6778403,9120.256173,10879.60594,9202.828746,11385.33951,9841.570353,11904.05737,10278.98835,9692.708919,10229.88174,8894.516998,9031.065518,10949.2281,8813.976003,11043.15207,13054.01576,11662.23927,9930.995996,9825.674524,11492.11111,10291.13204,12159.92105,12364.07922,10725.05765,11889.00615,10460.92475,11090.5578,11098.90833,,,,,,,,,,,,,
4102,1.147458629,1.159796894,1.096149503,1.055392477,1.070050705,1.172403382,1.203807044,1.109682213,149.128727,181.1407973,98.53734776,186.0661418,108.53963,1.182687622,126.9458803,113.0619613,157.7410885,187.8156514,434.5811184,417.782037,362.9184794,566.1012404,304.6407828,438.0552867,483.2268227,427.2329477,618.6542008,525.5716874,666.8134993,725.6216774,492.9538357,567.3822005,103.841236,0.989551478,419.0147354,106.0120635,1.154829883,130.5421859,105.3403121,236.3159576,290.6201713,150.9843648,169.1960667,110.4674205,98.0463571,183.8743427,99.82183613,244.9645679,672.1662513,349.0476647,241.5150966,560.484293,149.3623589,488.4840786,1.008047767,535.2081622,1.072178043,1.111970218,1.049232598,1.080772656,1.121217371,1.019481201,1.013732247,101.3210662,115.2589764,142.530754,186.7446103,1.051277886,1.182687622,165.1555444,1.121217371,147.0249669,125.837963,115.6724813,497.846441,0.104597664,189.4760185,183.2270672,0.989551478,163.6839669,246.7700935,227.522766,252.8787171,153.2583509,162.2429684,198.3586532,1.0233502,206.9546839,1.063719044,220.1663883,396.2864968,424.1433765,153.2405155,1.074313856,135.2186111,324.3221081,344.0201754,737.9069665,141.7457809,526.8600427,634.8004246,197.4554211,426.0513889,,,,,,,,,,,,,
941,7498.642139,8686.878734,7152.375508,5328.676614,6637.524526,7757.793176,8211.167845,7287.283093,7083.331877,6711.472381,6582.639156,10409.39874,7621.63925,8179.467593,6780.453943,3596.50099,7561.850858,6592.37366,6200.496143,8129.132407,6184.934154,6282.853191,7163.626894,7242.931601,7517.489809,6846.021933,2004.713684,5984.84012,6777.174914,7472.403915,8125.829939,7912.934442,9125.005704,11379.842,6359.696561,8908.300529,12449.06614,6469.650571,3384.899813,9535.69591,11753.83697,7610.671524,8326.082081,8180.804162,7514.863717,8826.412323,8104.67584,10430.16944,6917.22378,7513.012903,9038.057669,10017.65856,8158.049859,8734.119241,5070.48027,8873.625086,8057.417992,8833.491409,4294.509025,8527.296259,11301.8711,8018.219649,9141.837406,13763.87185,9916.187802,9316.616772,3346.224236,6413.846383,14984.65217,9862.672423,9354.316528,11192.73038,3310.491297,10451.18524,7614.320313,872.0307247,10209.6534,5648.456072,8415.14577,13876.8681,6993.83541,4942.771646,7246.004119,8532.177977,3708.571885,8525.397418,7987.248313,7192.439876,7244.990412,6899.267508,9258.259557,5526.421731,4756.577828,8056.279604,7329.652778,6419.952435,5700.743567,7869.866255,7659.156447,5878.734105,5782.363175,8361.41073,3668.356389,,,,,,,,,,,,,
2581,2555.390366,4281.970131,4532.578196,4314.444444,6036.15603,2900.525966,6834.012587,3699.680498,6643.520848,7578.066423,4299.924679,3759.108575,3474.484816,4773.327242,7904.096532,4946.460808,3236.990641,3075.259811,3676.991349,1822.852778,3134.390062,2733.838225,3574.570707,4679.780466,4273.742138,2581.881477,2403.667179,2513.409535,3238.780358,3591.496049,2466.965943,2760.870089,5235.804244,11726.18502,13498.04762,6795.25,9528.501368,6582.551921,13718.9638,5206.460384,4523.110332,5777.668358,6397.622666,5074.28387,4735.365854,4485.335505,5068.063588,8191.45216,6042.238318,4674.671572,5203.126208,5150.020863,3980.538466,5163.46206,512.7938993,3813.898015,3803.015518,3662.829897,5532.603491,5591.917724,6577.0611,5033.178691,8307.535766,4803.01778,3017.766304,6693.73366,7176.558576,5800.951375,4085.003046,5610.079924,5569.086683,8310.013779,3576.705879,3555.778494,1856.109954,217.0401528,3356.877469,4592.648579,2990.424567,4433.238846,3840.661994,8640.275379,4592.386729,3545.308251,3866.527487,2166.421464,5159.73171,5603.068683,3945.333936,3435.220243,6243.79108,14086.19384,5253.127628,4979.444721,4946.902778,4737.656828,5896.028947,2369.805629,5427.652516,4568.413852,1974.018636,4515.596718,5778.119722,,,,,,,,,,,,,
2127,2555.390366,3109.415472,2536.48995,2691.250815,6036.15603,2900.525966,3517.524182,2565.585277,3665.468786,4746.712256,3759.581998,3722.467858,3818.423717,4083.820358,3625.033963,2779.06301,3236.990641,2324.440167,2950.497186,1822.852778,3768.928076,2733.838225,3975.707071,3271.787037,4273.742138,2581.881477,2403.667179,2513.409535,3238.780358,2726.747486,2466.965943,2794.796035,3900.275496,3222.969164,3329.312963,4979.074339,9528.501368,6582.551921,3730.297753,4033.413912,2240.890187,5777.668358,2572.752732,3532.551632,3041.561914,4485.335505,3114.087117,8191.45216,3366.879543,2644.771007,2932.180857,5150.020863,2694.421115,2934.49187,512.7938993,1974.500627,2464.937321,1580.109679,5532.603491,5591.917724,2179.64657,5033.178691,2264.67784,2271.921154,2708.251812,2979.776494,7176.558576,2853.168183,4085.003046,5610.079924,5569.086683,8310.013779,2361.549282,2029.886188,1856.109954,217.0401528,1856.409568,2905.180879,2990.424567,2295.990903,2405.201973,8640.275379,2862.317912,3461.112869,2702.169049,2166.421464,5159.73171,2869.839582,2658.233892,3435.220243,6243.79108,14086.19384,5253.127628,2843.708776,2879.891667,1980.971679,3808.064912,2369.805629,5427.652516,2456.723994,1974.018636,2526.907482,3467.734722,,,,,,,,,,,,,
256,14802.21631,20806.75627,15970.89826,17224.00522,17185.01433,20106.718,17166.28844,16012.71433,17366.31726,18464.01081,17371.86165,17415.79087,16190.86527,16226.47417,16929.6913,18632.61123,13806.68515,14883.50445,13912.66677,13638.43827,17369.5724,19514.49453,16335.16414,15947.20729,15500.7949,15032.70366,14455.1571,16268.49264,16267.57741,13924.31154,16343.92396,16705.60376,14916.72656,17069.763,17863.8545,18552.11111,19770.6876,17066.2487,13113.0025,17316.9421,15070.31412,15988.44957,14156.77083,12811.01301,11231.31645,15846.262,15122.69123,15244.37037,18316.22793,13819.0579,17867.42754,18123.44421,12998.10655,10670.11856,5252.936916,10616.67836,15299.98067,15990.13173,16221.13597,15379.3949,16750.98753,15210.65953,15246.533,17855.53567,13928.15217,18241.21732,15132.7529,16410.4478,14594.36525,14291.05466,11313.08328,17078.00926,14018.01508,14274.47641,17212.83565,1642.183325,16418.85802,18402.51938,15080.76453,13908.40643,16320.29335,14905.9501,13458.25799,15530.63467,18018.22118,16259.66003,14777.17689,14456.24344,15349.46581,18269.12584,19336.87123,15283.56899,15061.68669,17565.03154,17336.22222,19060.38813,17973.06725,16849.73178,17054.26625,18374.83844,17381.4402,16320.51691,17365.63889,,,,,,,,,,,,,
1636,1780.855792,2342.789725,2053.088019,2394.685529,1940.001929,2968.525362,2927.65873,2578.901463,3867.849697,3468.434584,3068.856036,5334.659413,4809.295312,4216.281372,3225.111553,3560.321162,3839.94814,4555.85843,6157.99927,4123.889815,2814.533216,4346.101794,5333.999369,5401.174134,5969.671558,3908.502953,5242.757286,5071.482057,4791.862477,5957.931633,5711.586332,5994.363702,3326.640429,2751.942661,865.3542857,2579.421429,2724.243695,3847.718328,4413.822097,5624.023969,4373.919263,4213.788201,5422.894183,2674.474391,3297.554982,2940.657865,3790.231395,3984.868827,2744.914071,2682.035882,6443.528986,4493.827194,4902.203234,2593.689024,3169.302181,4993.282854,4100.008836,4218.815006,2995.559068,4098.289913,3867.078713,3213.404747,3003.688649,5226.521529,5080.023853,5006.704307,4612.2699,3032.936701,3545.69749,4472.872233,4901.962347,5340.623071,3472.577666,2800.322696,2636.979456,278.2297862,4626.04321,2566.547158,3816.700051,4083.16331,2224.761423,2881.817019,2992.999548,3849.094292,3179.420618,3515.260306,2542.001898,3167.528093,2355.073964,4157.096944,3718.712553,3471.41446,2409.86987,2633.14326,4196.777778,2118.172701,1814.337427,4895.125294,3298.921908,2875.621743,2912.937013,3103.181564,2923.036111,,,,,,,,,,,,,
4671,1.147458629,1.159796894,1.096149503,1.055392477,1.070050705,1.172403382,1.203807044,1.109682213,1.130619613,1.029209075,1.037126068,1.145022411,1.169860207,1.182687622,1.072178043,1.130619613,1.157308059,1.107403605,1.011830311,1.19845679,1.035135423,1.130619613,1.114267677,1.159796894,1.130619613,1.169860207,1.105134335,1.116574649,0.982341631,1.162296456,1.098381987,1.169860207,1.107403605,0.989551478,1.027248677,1.027248677,1.154829883,1.008047767,1.211922597,1.137775434,1.008047767,1.059539402,1.105134335,1.002426683,1.011830311,1.109682213,1.006167081,1.19845679,1.008047767,1.035135423,1.172403382,1.157308059,1.053331163,1.195799458,1.008047767,1.107403605,1.072178043,1.111970218,1.049232598,1.080772656,1.121217371,1.019481201,1.013732247,1.102874347,1.172403382,1.132994865,1.149905236,1.051277886,1.182687622,1.085121842,1.121217371,1.070050705,0.982341631,1.070050705,1.123553241,0.104597664,1.19845679,1.140180879,0.989551478,1.051277886,1.008047767,6424.050437,921.6956249,1045.046736,1.1282543,1543.172826,1.0233502,1106.137104,5774.930693,4799.699332,2280.926112,5431.021109,2778.152402,2301.180279,1639.488889,2304.977169,2648.841813,9306.587669,2682.281971,9884.570304,11096.41218,3876.258681,4261.5925,,,,,,,,,,,,,
3411,2004.610225,1946.139188,1494.051773,2198.382529,1723.851687,2292.048611,1568.560578,1296.108825,1729.848008,950.0628976,851.9990652,1463.338641,1502.100506,977.0182444,1565.379943,1002.972659,1668.838221,455.1428816,823.2251407,2223.137346,679.5664054,2054.335837,1242.40846,2621.14098,2591.380154,2055.444384,2239.002163,1899.293478,1338.931643,1722.523348,1956.218319,1938.458363,2594.646646,2487.732416,753.8978042,1236.807407,2885.919879,2725.761163,2703.799313,4017.485056,2398.145639,2269.533399,4483.529998,2249.445477,3469.566135,1294.999143,3484.356602,3777.535802,1770.13188,1407.784176,1677.709239,1400.342752,1920.222711,3076.792005,3086.642264,1500.531885,2955.994864,3588.327892,1478.368731,2940.782398,2196.46483,1838.124606,1848.033887,1284.848614,4006.102355,1152.255777,4144.25847,1877.582305,1939.6077,3408.367706,3689.926369,2609.853671,2416.560413,4091.873898,2888.655382,129.7011034,3400.021914,2740.994832,2478.826453,2165.632445,1361.872534,1762.835626,938.2746383,1738.520863,1534.425848,1391.385335,1042.793854,1303.916457,1711.523943,2378.229399,1865.324447,1487.470919,1960.934434,2578.353254,2010.138889,1155.654762,1647.43655,1680.692975,703.0305818,3290.47217,1079.298125,474.6106351,832.4720556,,,,,,,,,,,,,
3386,3814.152482,4317.923835,7862.680386,3458.521146,4236.330743,7246.625302,4318.055866,7657.916952,5128.490566,7013.03064,6408.401976,3494.608398,8396.086708,7732.411672,8916.232604,5656.489925,8148.606044,8718.588581,6997.818428,9593.646605,7140.36415,9580.870603,10251.26263,8220.640382,8782.653156,12353.72379,9114.042862,9189.409363,9115.147996,9798.159124,10149.04956,9734.406785,10993.19559,8086.614679,3946.689418,9837.960582,10849.62675,7993.818795,8407.107054,8631.16444,9300.248702,7177.319908,10892.20401,9012.818309,10745.6379,7089.759659,10172.34919,10710.60833,4251.945483,10258.19205,10636.04348,7874.324034,10090.91254,9569.983062,7717.613707,9612.26329,9634.591893,11364.33562,8765.289127,7257.388388,11649.44849,10969.61773,9690.266552,9984.321461,11597.41425,8308.251342,9447.621417,11090.9817,11447.23349,8062.455287,10588.77685,8773.345734,7705.487756,10626.67356,10164.78617,912.3008254,11555.52037,9533.052326,9054.396024,10395.03574,6170.260384,5180.852794,6419.003918,8261.387424,7016.613494,6674.049988,7974.968111,6469.627704,7543.895464,3504.885548,4852.664878,5206.148215,6842.864364,6123.588977,3344.675,2813.676343,5790.438596,2346.977881,6557.141509,3961.315666,4749.552961,4720.010921,3519.508056,,,,,,,,,,,,,
131,34986.01359,39908.61111,36962.16125,39471.67863,36135.61232,37399.66787,36800.38132,34067.24394,35275.33194,35723.84701,36226.81357,35094.9369,37435.52663,40495.22417,35381.87541,34574.34778,37381.05031,37319.50148,34533.7685,39465.1821,37917.01056,44444.657,45629.26136,39525.87814,44874.29245,48876.75946,45012.12147,35674.56004,43557.02793,45445.79143,47823.55171,48865.06086,44816.62389,43352.25025,47027.44444,44942.12963,50408.32441,43194.84683,38308.87328,49515.98687,40594.08359,46047.58241,44791.0946,43936.36152,38044.81968,46351.42604,41031.49357,44067.25617,42348.08671,45359.63425,48467.1558,50053.57356,38994.31966,41099.62737,18275.90602,40331.63929,43262.38403,45057.03322,42798.19769,42290.63405,46575.3696,42634.70384,44066.94079,45350.19314,42194.79771,43733.60177,45501.75018,44290.33734,44327.13207,42981.67617,40722.61492,43497.56118,46631.75724,51009.31713,50335.18519,5028.009708,56423.34568,42175.2907,40106.52141,47780.57992,37428.8136,36426.41555,39848.14647,41289.87049,49214.45258,48778.9801,45313.94687,48588.47406,43569.93206,50687.51547,44772.12721,39620.46229,41298.17317,45604.62317,41506.91667,49096.85801,47822.21053,41931.72031,42330.39832,40554.15885,39915.48125,43981.67283,37762.175,,,,,,,,,,,,,
356,12954.80792,14683.02867,13131.87105,14574.9701,14092.56779,15194.34783,13711.36223,12151.02023,14912.8727,15932.15649,14571.62126,12881.50212,12903.55809,11862.35685,12694.58803,13454.3734,10931.93193,13023.06639,9131.768553,8820.641975,13467.11186,15195.5276,12970.07576,13360.86022,12719.47065,11792.19089,11460.24306,10894.41885,13212.49494,10750.07992,13202.55148,13546.9812,10837.05168,13240.19878,14607.47619,13939.76455,15359.23745,14122.74922,10407.99126,15633.03446,10524.01869,11771.48275,12123.32366,9248.388579,9175.277257,11130.1126,9199.385624,11114.48827,14646.93406,11314.03018,14092.28865,11607.79983,10617.57813,9526.934282,4093.681983,8407.408168,11504.4704,12943.33333,12538.32955,11067.112,11548.53892,10521.046,12641.24112,12032.35912,9417.916365,12938.80135,12303.98602,12615.33463,9016.810429,12348.68656,9285.922268,11759.85725,11012.04969,11652.85218,12808.50694,1115.011098,12427.99691,14560.10982,11538.17023,11564.05675,13064.29907,12090.38174,10698.33986,12811.35138,11812.82252,14385.3145,11635.49178,10765.72149,12594.43349,13860.99357,16016.39839,10679.02878,13157.11211,12300.89365,12355,14216.13666,13102.28655,15594.20561,11213.48532,13366.2784,16259.31824,13537.00437,13881.725,,,,,,,,,,,,,
2248,177.0528664,188.2350358,258.2528229,202.7408948,322.7272928,233.0737923,257.735088,1.109682213,1.130619613,275.8280322,495.7462607,179.6540163,1.169860207,210.9914717,1.072178043,1.130619613,236.7852289,227.017739,174.9454607,562.7953086,205.4743815,303.6844281,1.114267677,226.5083333,220.3577626,233.0361533,589.0366006,260.0502358,330.8526614,1.162296456,277.3414517,387.8086587,626.9011807,534.1598879,937.7753175,2033.952381,654.6730609,973.6733385,2702.587391,1157.117616,1626.989097,508.472959,178.9212489,1484.593918,532.6274755,639.7317958,283.3366501,650.8818827,1711.665109,1617.916667,1622.60628,1389.926979,304.307373,1894.146341,272.5761163,1277.94376,557.6398001,915.1514891,886.6015456,341.3080049,476.5173828,969.1188301,735.8682383,981.3375937,1135.120954,797.6283847,1.149905236,606.6924681,733.3845943,514.7818019,744.712578,798.1508212,875.4628618,646.4176312,531.4406829,20.90907303,1094.790278,633.370478,507.8378186,478.3314382,241.7298546,202.1619482,254.5366184,180.5649613,222.6045735,572.7677979,560.3865697,373.2320678,386.5555008,488.3778149,451.5191985,161.3049288,452.9194945,599.2522687,613.9258333,398.7272777,400.4485673,334.141167,515.5964623,783.7637586,722.3946391,182.8854727,1073.110194,,,,,,,,,,,,,
1118,3308.123227,5031.198925,6822.434508,3229.500978,4169.987599,2122.050121,2019.988219,3856.14569,2195.663289,3280.089324,1584.728632,1400.362409,1007.483611,1414.494396,1926.703943,1020.497263,1255.679244,1000.317676,931.4909839,615.6472531,869.4102421,697.0269916,606.9416035,726.2648148,1204.109888,876.9272114,792.7128586,225.7713941,756.1083536,234.2027359,730.7535359,364.8793987,2949.0158,3347.65265,3447.446561,4476.749735,4829.498572,2452.580218,2918.309613,1433.597046,2034.240395,1262.970967,1602.444786,3774.136462,2655.042735,1017.467621,2309.153451,2096.100926,745.3505192,1401.573363,1010.494475,1667.680913,1830.689562,1426.588753,1.008047767,1219.251369,4198.649216,3035.678694,3313.476546,3191.521654,3334.500462,5209.548939,4192.796575,3864.471711,2779.768418,2989.973448,4516.827766,3410.345462,3400.226913,3090.427006,2886.013514,2773.571429,3239.7627,2981.161265,2074.079282,267.9792152,2895.471605,1845.952842,3000.320082,3925.471627,4505.97352,3782.384837,4257.880751,4950.460912,5206.893596,2481.495499,3214.342979,4223.710618,3232.642176,2760.187454,3860.863514,5320.044876,4845.976226,3693.491036,3297.608333,3269.605893,4152.085088,1704.947457,3243.973795,2948.473525,1475.933888,2865.060764,3436.455,,,,,,,,,,,,,
4303,1397.60461,2698.847372,3029.757227,3024.754838,3059.274967,3193.626812,3790.78838,3234.723651,3267.490683,3219.365988,3507.560363,3557.584631,3919.031694,3043.055251,2913.107742,3378.291405,1947.749464,3292.310917,3630.447154,3319.725309,1697.622094,3925.511297,3219.119318,3610.44773,4465.947473,4168.211919,1998.082878,3011.401829,3291.826806,3614.741978,3376.426228,4782.388527,1666.642425,2689.600917,3746.375926,3382.729894,3387.116048,3295.308152,3240.681024,3019.656001,3181.398754,3455.15799,2139.540073,3035.347997,3504.980196,3289.09808,1244.62868,1625.107407,2679.390966,3190.287375,3872.44837,3790.183894,3441.23291,3704.586721,1296.349429,3220.329683,3142.553844,2500.821019,3351.248919,3576.27672,3139.408639,1234.591735,2488.712667,3052.756192,2389.358092,4409.616013,2974.804845,3488.140026,2547.509137,3269.47211,3057.559771,3222.992725,2709.298219,2588.452657,2530.241898,245.3861197,3062.057099,3028.320413,3016.152905,2943.578081,3638.044393,3464.598262,3350.911191,3125.469116,1930.443108,3218.584755,3492.694234,1666.851764,2594.41075,1716.408995,2464.311704,2195.187776,1612.086336,3170.300188,2953.433333,2439.012013,3302.82076,1300.182944,3615.382338,2732.953669,3056.064815,3299.984599,1935.028333,,,,,,,,,,,,,
