sample,con_1,con_2,con_3,con_4,con_5,con_6,con_7,con_8,le1_1,le1_2,le1_3,le1_4,le1_5,le1_6,le1_7,le1_8,le2_1,le2_2,le2_3,le2_4,le2_5,le2_6,le2_7,le2_8,le3_1,le3_2,le3_3,le3_4,le3_5,le3_6,le3_7,le3_8,mp1_10,mp1_11,mp1_2,mp1_3,mp1_4,mp1_5,mp1_7,mp1_8,mp2_1,mp2_10,mp2_11,mp2_3,mp2_4,mp2_5,mp2_8,mp2_9,mp3_11,mp3_12,mp3_13,mp3_16,mp3_17,mp3_3,mp3_6,mp3_9,px1_1,px1_2,px1_3,px1_4,px1_5,px1_6,px1_7,px1_8,px2_1,px2_10,px2_12,px2_2,px2_3,px2_7,px2_8,px2_9,px3_1,px3_2,px3_3,px3_4,px3_5,px3_6,px3_7,px3_8,sl1_1,sl1_3,sl1_4,sl1_5,sl1_6,sl1_7,sl1_8,sl2_2,sl2_3,sl2_4,sl2_5,sl2_6,sl2_7,sl2_8,sl2_9,sl3_1,sl3_2,sl3_3,sl3_4,sl3_5,sl3_6,sl3_7,sl3_9,,,,,,,,,,,,,
group,ctrl,ctrl,ctrl,ctrl,ctrl,ctrl,ctrl,ctrl,le1,le1,le1,le1,le1,le1,le1,le1,le2,le2,le2,le2,le2,le2,le2,le2,le3,le3,le3,le3,le3,le3,le3,le3,mp1,mp1,mp1,mp1,mp1,mp1,mp1,mp1,mp2,mp2,mp2,mp2,mp2,mp2,mp2,mp2,mp3,mp3,mp3,mp3,mp3,mp3,mp3,mp3,px1,px1,px1,px1,px1,px1,px1,px1,px2,px2,px2,px2,px2,px2,px2,px2,px3,px3,px3,px3,px3,px3,px3,px3,sl1,sl1,sl1,sl1,sl1,sl1,sl1,sl2,sl2,sl2,sl2,sl2,sl2,sl2,sl2,sl3,sl3,sl3,sl3,sl3,sl3,sl3,sl3,,,,,,,,,,,,,
sl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.29,1.27,2.18,4.62,3.07,2.74,1.65,2.665,2.655,2.63,3,4.885,3.495,3.99,3.045,1.533333333,1.173333333,2.81,0.3,1.013333333,1.66,1.906666667,2.613333333,,,,,,,,,,,,,
px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,0.67,0.66,0.78,1.15,1.02,1.08,0.97,1.205,0.31,1.225,1.06,0.67,1.235,1.185,0.985,0.74,0.763333333,0.976666667,0.823333333,0.89,1.28,0.9,0.853333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,20.5,26.5,18,12,20,20.5,13,16.75,21.5,22.25,11.5,12.25,20.5,15.25,20,17.5,18.33333333,17.66666667,14.83333333,18.66666667,12.5,14.33333333,16.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4738,3434.343676,3780.937873,3755.408198,4827.365188,3633.892196,3579.347524,3668.000062,3780.6873,4820.962031,3677.364027,3546.971154,3577.050012,3709.626717,3613.110685,3945.615198,5339.916434,4846.806152,5951.186972,10209.36783,5668.700617,4662.249947,4479.514908,3904.393939,5917.283751,11430.56429,7137.317125,7090.541894,8784.092765,7412.749949,12099.50611,7360.257694,7517.521692,3816.112822,4562.821865,5439.281746,2639.001852,3568.42434,4233.800623,3409.138265,4530.621777,3226.760903,3586.540875,7411.030852,3461.379337,3919.830623,5683.792295,4091.075352,4024.417901,7807.329958,7259.404724,7229.039251,8080.324869,5203.455946,4390.97561,1065.50649,6477.203685,5135.732825,4008.652635,4983.854842,4695.957192,3971.351929,3812.859693,3636.257571,4439.069246,4856.094807,5514.286006,4785.905591,5190.158924,4316.80982,4855.920244,4702.385655,4044.791667,5150.417173,5179.045414,4734.653356,449.2469669,4791.430247,5395.335917,5028.900612,4964.134178,4040.255452,6622.796438,3539.131756,4818.478962,3910.529405,3868.281213,3040.373445,4917.977316,4816.519833,5081.963932,5499.397496,7834.532692,5067.528779,4697.974491,3109.341667,5623.131115,5631.48538,6782.694738,5020.629455,7100.01329,5279.698337,5489.826109,4864.536111,,,,,,,,,,,,,
1215,1.147458629,188.6989546,458.5193372,301.8422483,333.4277998,1.172403382,212.953466,1.109682213,396.0560505,417.5501219,277.0163729,196.0278368,848.9675524,1.182687622,1223.355147,1331.869904,1610.972818,1093.78254,1027.007765,754.5483951,1110.700309,1556.863208,2071.423611,2259.284349,1254.987771,1366.396722,2850.14145,1560.97136,1290.796903,2870.872246,2184.681772,2001.630815,654.5862708,222.1543068,875.215873,437.7106614,275.7733762,289.2089045,932.5744382,335.6437529,1137.077882,687.8529797,900.4634563,492.0912588,640.9945018,518.2215935,588.9095927,1070.341759,1996.942627,1965.722169,1641.364734,2477.796555,275.9727648,1335.707995,450.8997664,1990.004278,294.9561796,280.883677,205.6495893,568.4864173,1.121217371,1.019481201,206.9027517,1.102874347,362.2726449,827.9926471,1604.117804,182.1864577,1.182687622,467.9045383,1.121217371,507.3110395,251.3812234,1.070050705,1223.549479,65.71871229,330.5343827,1151.582687,358.5145005,581.8823099,561.5834112,1331.184154,1143.951929,1366.468296,505.3451011,715.2410566,1.0233502,1599.566005,472.6103715,1521.82659,2061.7315,1748.362415,623.1651401,1494.370573,325.0541667,1353.013155,1750.75614,2191.463845,781.1790094,1957.891651,3022.859165,1314.557292,1671.847222,,,,,,,,,,,,,
4154,7378.158983,5284.034648,6257.917514,6849.497173,6350.750937,5289.884058,4848.934772,5264.332419,6271.546995,5262.346003,5887.76469,7424.325313,7694.170583,5941.822612,6975.590347,6995.143548,10346.33405,8789.462412,10563.50844,9491.777778,8853.513276,11340.11472,9492.446338,16109.57885,14200.58234,12470.70981,11559.70515,10209.95859,14027.83849,11175.48042,10047.99842,11967.66992,5921.287075,4917.081295,6451.121693,5916.952381,5169.018558,5295.274922,5618.473159,5845.890178,5547.286864,4523.173707,8088.478199,6219.055143,6108.419585,6139.871685,5946.44745,5527.282716,7303.306075,7608.245361,7222.004831,8260.864926,6351.586914,8319.176829,1669.327103,10210.26124,6885.527391,4896.004868,6099.189094,5240.666611,5324.661296,5346.15942,4814.214442,5484.594126,6932.421196,4590.895191,3852.18254,6090.052794,7489.960709,4807.089761,5443.510337,4981.086034,6824.327312,6757.370205,5115.537905,669.4250496,6910.301852,6081.724806,5566.227064,7153.946015,6970.650312,6166.301717,6157.640647,7318.171589,5127.915795,6394.623016,6042.882933,5516.412781,9003.317993,9486.492824,7724.982394,5195.439982,6657.265516,5323.225155,6819.763889,6584.593662,7379.97076,7511.755952,6315.980346,7590.75099,9025.066643,5798.622032,6321.739722,,,,,,,,,,,,,
281,4201.993499,9016.261051,6022.24537,8703.821755,7318.076775,6489.252717,3572.899306,3329.046639,8729.514034,7962.990617,5755.012553,4687.72175,8627.719029,8877.253289,7489.163629,3786.445085,5896.484561,8040.857575,3397.726183,7883.448765,8165.148219,10164.27032,9830.069444,9091.647849,7402.166608,6819.115148,8148.155453,8191.191626,2321.273275,7844.338781,3223.751131,6152.29483,9343.164214,8022.293833,4512.703439,8448.093122,9943.085296,9792.176012,12373.72971,9611.926864,8156.114486,9977.682547,9283.128415,8841.403346,6819.736294,3363.446788,9489.161743,8735.551543,12217.53894,7883.591384,11695.89614,9377.667203,7086.812066,8909.901762,10048.22015,3264.625827,9444.81638,10548.14948,9125.175908,9278.433255,9793.833738,9168.194444,10319.79428,10208.20495,8462.407609,9216.913224,10249.10537,11311.75005,10004.35459,8148.179913,9835.31878,10007.1142,7659.317699,8839.688878,10162.53906,427.9090434,10004.71728,11358.48191,8855.496177,3561.729478,7720.63785,9487.016155,7418.620906,7766.45511,8446.111692,9735.097726,7347.654438,4023.892302,8040.652257,6598.986018,9762.841214,7470.452768,7419.095345,2689.007581,7145.308333,6094.891553,10018.59415,16635.72163,8966.718029,8408.309881,11633.4277,8285.299059,10273.77083,,,,,,,,,,,,,
132,8887.06708,10542.55376,11542.45427,11303.25342,11010.82176,10868.17935,9039.387091,9070.54241,8600.623399,10260.18527,10035.23184,9760.171031,9555.418173,9965.325902,9604.570908,10782.71925,10014.18664,11649.88592,8849.467897,11118.08364,11075.94903,11781.05637,13348.92677,10765.23477,12776.00163,13032.24271,13305.8174,9872.753048,12151.56598,13773.213,13257.47058,12377.12099,13576.7682,10756.42457,13323.41534,13364.50529,12899.4498,12600.59709,10117.12984,13607.79419,10403.05296,13053.52543,12488.01799,11928.87753,10705.16469,11873.59968,12305.4234,14657.12654,12288.10228,14440.13916,13740.56763,14489.4969,11544.50955,12017.78455,4328.557113,12336.47616,10036.65866,14400.01432,11216.29648,13044.92596,13118.24324,12121.63148,12580.41719,11966.18666,11946.79046,12496.93336,13580.38083,10691.4961,11372.72417,11567.39884,12389.45195,12359.08565,13890.31067,13268.62875,14572.48553,1244.712202,15939.47531,13328.71447,11102.76758,12384.0535,10015.96262,9371.080987,11078.68194,12663.44058,13189.29277,15960.68467,12075.53236,13253.25562,12605.07068,15314.35598,12489.7524,10922.39771,12447.75526,12848.79371,12011.80556,13667.33257,13476.96199,12292.7425,12638.06604,12718.707,10207.87479,11971.27856,9585.616944,,,,,,,,,,,,,
421,2757.343085,3093.178315,1553.243846,2850.615079,4226.700287,3797.414553,3897.927207,3923.836305,3485.700268,4077.726357,2646.745726,3557.584631,2845.100024,2923.603801,3878.067981,3974.127941,1506.815093,2155.007415,2870.562591,1977.453704,2038.181649,3933.425635,2646.385732,3047.946237,2961.092767,2935.17926,3262.356557,2082.411721,2237.774236,1466.818127,2931.581523,3561.054471,974.5151723,2956.779817,3757.675661,3056.064815,3604.224066,3662.237539,2154.798377,3450.87289,1820.534268,2294.962344,2045.603654,2292.549824,1744.395455,1951.931013,2540.57188,2230.328086,2798.340602,2369.424984,2973.214976,3196.484859,1820.15625,1571.280488,1071.554777,2077.489163,2417.761487,3417.084479,3558.996974,1487.143175,2601.224301,2295.871666,3370.659722,2478.158657,1827.776872,2860.812033,3084.045842,3238.987167,3278.410088,2225.584898,2283.919785,3073.185626,2225.986136,1692.820216,3104.377604,364.209066,3009.325,3701.027132,2259.146024,2119.376218,2908.217809,3492.546918,992.7903355,3178.944562,2467.492155,2798.869344,2961.57548,2351.943132,3308.166228,4081.426008,2745.358261,2457.052748,2764.548298,2493.482459,2598.472222,3568.281963,4174.79269,2696.527778,3465.801363,2631.770638,3921.701757,2846.576501,2751.536944,,,,,,,,,,,,,
1833,2433.759752,3457.35454,3004.545788,2816.84252,3258.304398,3369.487319,1791.264881,2335.881059,1711.758095,1828.904527,2068.02938,2495.003833,2049.595083,1750.37768,1690.824774,1823.689436,2857.393598,1272.406742,864.0019022,1554.398457,1628.268021,2006.849814,2199.564394,1759.411888,1815.775099,1197.936852,1223.383709,1238.281286,2226.968478,1799.234914,1352.108226,1929.099482,3951.216062,3517.855505,3983.67037,5361.210847,2911.326136,3051.360592,3292.793695,4827.581165,3508.006231,3717.923761,3031.383481,3069.430504,2896.870179,10464.30327,3127.167289,5116.212037,4843.669522,3736.838878,3688.381039,4411.658321,3315.886502,4173.340108,1114.900831,2950.123203,3047.129998,3751.787514,3361.741245,4041.008962,3784.108628,3103.300777,3276.382623,3249.067825,2922.80163,5675.171277,2685.028725,3431.37102,3540.96674,4172.293483,3101.287249,3343.908455,2826.196873,2866.66584,2063.967303,349.7745884,4469.04537,2878.956718,3023.079766,3849.779619,3036.239875,3315.538761,7825.294354,2951.389475,9275.378603,3155.339967,4235.646479,4275.704159,3895.339141,4572.686526,4225.464453,3522.035199,2786.897898,4797.88568,10197.77778,4068.537997,8565.307602,3585.38323,4128.231394,4558.295549,2927.822305,4269.864751,4138.630833,,,,,,,,,,,,,
2667,641.888357,957.296356,1545.570799,905.2101272,1346.123787,575.6500604,1050.201265,514.5596422,1325.086187,2516.41619,1395.971688,867.9269875,1598.029043,1478.359527,1742.28932,923.942348,1336.690808,809.1798141,1032.066917,714.5199383,1283.567925,849.7737014,1285.864899,1016.098059,483.7921325,244.3837973,1071.869792,1082.519122,756.6977586,1297.122845,900.1240382,646.8157086,1975.608031,2090.922273,1104.292328,2210.639153,1408.892458,1271.148235,3473.370162,2583.88801,1048.369678,1295.816688,1589.183174,1592.856,887.2739994,2169.428727,1296.949368,1294.333333,2346.735202,3182.006291,2648.459239,1610.972818,1055.437826,1793.699187,1.008047767,1095.554386,665.608129,640.1612543,1115.334252,607.0700011,521.4781994,1567.962088,879.7168442,369.9040559,736.6210447,1058.557102,481.4653222,888.6451971,1297.408321,949.6986363,1196.338935,833.8905148,656.1059755,738.9770172,462.3421586,67.78974603,1532.826235,662.7871447,712.1801988,1777.710905,926.5975078,2005.057315,985.9636829,942.0780591,860.293904,686.3784352,921.5268554,1236.630697,725.6691321,472.282727,1361.827912,2073.503309,905.838989,684.5527888,1517.9,918.1914547,1581.584503,786.5586052,641.9771226,802.5838024,716.8985315,777.4263553,1877.861944,,,,,,,,,,,,,
218,1364.32831,3206.838411,2471.81713,2187.828604,969.6799493,1187.644626,991.937004,2871.857567,1009.078005,933.2867897,2288.937233,1890.432,1444.777356,2775.767848,924.9679976,1280.992022,1796.142108,1981.145049,1164.616688,2381.333642,1978.143794,3312.715467,1527.660985,3006.193548,1636.00658,1591.009882,1415.677083,2003.134921,2392.984214,2349.001137,3035.927812,2714.075681,1240.292037,2438.254842,1146.409524,2234.265873,3310.897276,3609.819055,3621.224719,1557.614569,914.6017394,3173.320509,3133.05584,3398.226456,1298.178289,3157.045896,1177.215485,2901.463889,3499.941848,2788.65483,2361.220411,2631.718526,2365.781793,1659.769648,2522.135514,2053.126283,1330.572951,2763.245991,1397.577821,2493.342518,3239.196985,2605.793951,2786.749948,2345.813736,2349.496377,2142.493289,3162.239398,3535.447531,2236.462293,1189.293539,2545.163433,3531.167328,2554.088241,3088.166336,1845.997975,327.809079,3040.484877,4258.575581,1206.263252,2220.298895,2102.787643,3076.422478,1495.03692,1431.321496,2330.973384,2848.315269,2869.473962,1756.56611,3062.447129,3262.258104,1837.111279,1305.430957,2062.965215,1016.623202,2221.938889,3409.973092,1491.889474,5153.364198,3267.377621,957.798572,3670.941849,2724.797827,2417.1675,,,,,,,,,,,,,
141,8150.398641,9822.319892,9839.03794,9962.904979,10850.31415,10733.35296,10462.28702,9413.434214,11080.07221,9528.417621,9496.963408,9789.941614,8674.513437,11774.83796,9664.612878,9710.891859,9037.418634,10051.90252,9582.033041,8966.853704,10176.41635,11826.28116,11499.24242,10982.11679,11099.29274,10593.08418,12443.81261,9188.292788,10304.76371,13075.83513,12818.11779,11636.59948,10553.55635,11498.58818,13076.87566,10837.47354,13349.83345,13578.40343,11045.46255,11889.75328,9834.514019,12205.89391,11239.21619,12279.72687,10168.89462,12550.50583,11470.30473,12511.88889,12358.66563,12297.40883,12650.23249,11897.12685,8523.555773,11515.54878,4580.569055,11649.88592,12876.85829,12098.23597,11394.66602,8211.710644,12355.81543,10028.63658,10998.99488,11116.97342,10373.42512,12292.99428,12338.48318,12920.20522,13246.10136,11556.54762,9914.925214,10786.11111,13487.5506,13118.82165,14291.59722,1324.206426,12451.96605,10470.28101,11706.39399,13088.40968,9665.161994,10137.0812,11683.32831,11844.24226,12816.96885,10619.37485,11062.41567,13018.77494,9962.792571,13909.0386,11274.41594,8937.480696,9522.872873,10925.77191,10737.08333,13772.87182,14237.66667,12030.2234,11162.60744,11747.34991,10763.21066,10191.35277,10991.04722,,,,,,,,,,,,,
905,25358.8357,12409.82676,16551.8575,40368.76223,23583.91755,22287.38829,19200.72235,16290.13489,43234.89401,13739.94116,32316.84829,12950.20347,42910.4724,27793.15911,45589.01038,115775.4484,25518.6427,27330.72097,35130.74838,47279.12037,55203.77213,55728.24074,39701.35732,33808.07945,63246.86117,49836.04483,82277.25125,84446.54072,44942.12963,83882.93523,36488.2496,68682.49277,21682.96258,18969.70183,7953.986508,13426.14021,11198.38538,16582.38577,18760.5618,14609.03657,14324.35877,15405.7029,45962.537,18444.65097,10958.12226,6173.162151,27035.70947,33748.54321,6641.018692,29749.79207,31690.06341,1.157308059,21308.88943,15617.14092,1.008047767,14551.28337,20403.54816,15056.07675,13083.9305,9996.066299,8107.522811,8478.005671,15013.37458,15682.87321,1.172403382,17969.29855,25056.43509,34050.89073,5636.689206,23438.63179,6746.364923,15269.62357,17220.4488,13760.85207,64188.59664,1770.838451,19247.21605,36713.82429,21225.8792,13298.66526,14939.26791,41891.93058,10981.15833,16315.69972,18729.02139,15075.25764,8880.633038,9214.071099,17998.12623,20947.63672,26824.21194,24736.01835,29268.25826,17307.19622,10805.72222,20749.01609,39692.88889,33014.6311,16026.53302,32499.98958,56025.94657,8628.888889,19263.99444,,,,,,,,,,,,,
2993,15869.35284,13384.05615,11301.30138,7582.994945,12583.7963,15041.93539,3663.184834,12716.95816,4356.27737,10312.67494,8454.651709,11404.42321,9178.723186,11671.94414,6686.102275,3266.360063,2855.078982,2963.412047,1024.984105,7261.449691,2809.357539,4201.382483,2196.221591,3779.778076,5279.993594,4699.328453,3180.576617,1317.558086,5787.956891,3955.29484,6694.63821,2351.419017,19789.30242,4913.123089,3555.307672,12789.24603,20371.19914,5809.379283,6111.725655,5244.006974,14737.65836,4556.019428,12709.04485,14745.69651,17049.34073,2110.615569,13925.3524,11800.00556,1525.176272,6736.661335,6837.456522,1719.759776,10036.13932,12783.09621,10201.44341,10904.6033,8923.737851,25497.47709,7123.24011,5207.162659,25675.8778,15251.43877,17334.82143,21042.84254,32217.64493,8764.848273,15983.68278,15779.68107,31601.41326,9479.624413,30384.99076,11813.35979,17377.62346,25467.20679,9079.433738,1881.711975,29206.39198,5436.382429,14655.25739,20363.25265,10403.05296,12877.08467,13292.46785,16463.61053,13775.98501,18432.98093,18481.70462,9287.473745,12360.4153,13752.89223,14182.54248,7118.054553,4522.392893,17543.54526,11099.88889,7578.773375,5969.828655,11094.28571,8683.837002,6180.259537,8110.193737,12547.55264,13547.35556,,,,,,,,,,,,,
4518,1.147458629,1.159796894,1.096149503,1.055392477,1.070050705,1.172403382,1.203807044,1.109682213,1.130619613,1.029209075,1.037126068,1.145022411,1.169860207,1.182687622,1.072178043,1.130619613,1.157308059,1.107403605,1.011830311,1.19845679,1.035135423,1.130619613,1.114267677,1.159796894,1.130619613,1.169860207,1.105134335,1.116574649,0.982341631,1.162296456,1.098381987,1.169860207,1.107403605,0.989551478,1.027248677,1.027248677,1.154829883,1.008047767,1.211922597,1.137775434,1.008047767,1.059539402,1.105134335,1.002426683,1.011830311,1.109682213,1.006167081,1.19845679,1.008047767,1.035135423,1.172403382,1.157308059,1.053331163,1.195799458,1.008047767,1.107403605,1.072178043,1.111970218,1.049232598,1.080772656,1.121217371,1.019481201,1.013732247,1.102874347,1.172403382,1.132994865,1.149905236,1.051277886,1.182687622,1.085121842,1.121217371,1.070050705,0.982341631,1.070050705,1.123553241,0.104597664,1.19845679,1.140180879,0.989551478,1.051277886,1.008047767,2102.360045,113.5174804,155.0787916,1.1282543,523.0918917,1.0233502,801.8219649,3816.623932,1804.09119,1141.548178,1891.463347,2685.838839,1527.674303,420.07,1113.439063,572.799269,5238.968254,1169.173742,3449.329529,5137.715558,766.0096046,5063.000556,,,,,,,,,,,,,
418,942.8667553,3028.229689,2555.124492,1651.689226,1228.41821,2375.289251,3519.931796,837.0332933,1356.743536,2299.253075,1289.147703,1181.663128,849.4354965,2428.057688,2381.307433,1541.034533,1761.422866,1086.473677,1670.531843,1101.861173,1709.008584,3867.849697,2709.89899,1947.298984,1536.512055,1202.616293,1312.89959,1060.075972,1239.715139,1074.775533,1162.088142,2712.905821,2077.489163,2928.082824,3148.517196,3762.811905,3346.697002,1363.888629,2885.587703,2657.843413,986.7779595,1539.510751,2574.963001,1695.103521,1290.083646,2744.244113,1003.953514,2177.595988,3157.205607,1619.986938,1499.503925,2308.829578,837.3982747,2624.77981,3075.553738,1338.850958,1362.738292,1339.924112,3013.396022,2944.024716,1315.187976,2005.319523,1707.125104,3221.495967,1077.673188,2284.117647,3046.098969,3581.703758,1581.25335,983.2289012,2254.768134,1947.492284,2420.489779,2607.713569,2785.288484,211.1826836,1513.650926,1710.271318,1627.812181,3223.217999,2142.101506,2993.611644,1074.710167,2647.603434,1480.269642,2573.487918,2497.997839,1394.650284,1948.73329,849.0759404,1056.257601,956.829297,1051.402903,927.3477202,1344.341667,2102.341813,1382.892982,3365.666152,1324.860063,1604.762873,3973.227766,2337.715614,2233.803611,,,,,,,,,,,,,
155,1279.416371,1678.226105,838.6639849,1857.490759,1343.983686,1717.570954,1898.403708,709.530807,1269.685826,1076.552693,1087.945246,1270.974876,1272.807906,1035.206475,1063.707836,856.2182332,1255.679244,910.9502053,1376.089222,1789.295988,1159.351674,1251.595912,1354.949495,1382.477897,1814.644479,1125.639491,2034.552311,708.2433,1417.518974,2645.386734,1321.35353,905.7057725,973.518509,1859.367227,2055.524603,1629.216402,2020.952296,2174.359034,1197.864295,1798.822961,1227.802181,1863.729808,1393.574397,1425.450743,1124.143475,543.0784751,1707.465537,2215.946605,1104.820353,2041.287055,1572.192935,2252.121483,1072.291124,1663.357046,601.0988837,1059.89599,1874.167219,1556.758305,726.3837278,443.7652527,1995.766921,1423.195757,978.7584848,1689.603499,925.7297101,1633.778595,1568.470742,1590.583442,1383.744518,674.7287615,1667.250231,1552.643574,1654.263307,1540.873016,1687.576968,174.0505129,1321.89784,770.5342377,1496.201835,1661.01906,1466.709502,1417.100395,1247.326954,1760.138596,1382.111518,1109.773543,1699.784683,1257.020321,1763.646176,1155.122835,1050.506455,1343.39651,1163.150901,1087.205622,592.9419444,786.1618558,2369.538304,1697.813786,1507.002883,2030.743433,668.0060745,1404.803987,393.9087778,,,,,,,,,,,,,
533,2873.236407,1855.67503,1968.684508,4169.855675,2096.229332,2125.567331,1756.354477,2463.494513,4583.531912,2253.967875,3267.984241,1762.18949,7243.774403,2604.278143,4406.651756,12335.05998,4472.995649,4549.214009,5925.278299,8232.199691,9294.480966,5719.804624,4081.5625,5641.252091,5422.451666,8826.595264,13515.79292,8178.909305,4649.422941,8365.047593,5999.362412,7326.834478,1950.137748,1718.850917,1170.036243,1300.496825,2026.726445,2523.143562,2180.248752,986.6788561,1135.061786,2155.103143,7533.700763,1176.848926,1514.709975,792.3131001,2973.223725,3240.62716,554.2246625,2801.076456,4935.818237,424.3848653,2645.967882,2844.806911,590.9176012,3560.30259,2105.757676,1462.240836,1111.137322,2002.671732,1278.187803,1509.851659,1448.623381,1193.310043,477.1681763,1560.133929,3507.210969,2916.244856,828.4726791,1439.956685,1425.067279,1421.027337,1555.046802,1162.075066,6823.338831,154.4907497,1994.232099,9815.817183,2575.802497,1253.12324,959.3590602,5080.444658,984.9884469,1286.824015,2016.190435,1545.472637,1730.485189,1188.715081,1580.6865,3194.995051,2987.340431,1886.595969,4096.778779,2185.154382,1372.777778,3188.340672,3981.77807,3270.074956,2545.929245,5467.930999,7044.177872,1250.406026,1411.901944,,,,,,,,,,,,,
2109,1.147458629,350.3746416,234.7952236,318.7285279,265.1585648,1.172403382,260.0223214,262.7727481,707.541754,1075.523484,726.6105235,434.536005,558.3742769,768.5104167,719.0025955,366.0946308,703.0646459,431.2229637,679.8487857,370.2033025,848.0864523,322.9049616,582.3162879,712.8111708,752.3142907,296.7935346,608.5974784,865.1220382,910.4342238,560.9242696,487.1324112,571.4767113,700.8757415,797.6774465,1011.531772,911.3750265,590.8109684,434.6701973,946.5115481,724.4216186,802.809242,746.3395547,677.7788878,425.9310977,530.7049979,621.0891347,739.3315713,862.8888889,1100.788162,715.5891181,664.7527174,805.0234859,701.7292209,761.3655149,1.008047767,604.6423682,344.598023,700.5412371,591.3474924,367.4627032,646.8303015,413.5015753,235.9968672,200.7231311,652.4424819,539.5321545,277.0121713,380.0369558,280.0604288,446.7446624,347.4652633,255.6351135,714.1623659,441.7169312,356.5034433,29.47562171,771.9260185,202.1540698,206.5193935,347.3422136,178.0212357,389.0038921,429.6890195,474.5661334,258.3702348,194.6789564,195.7668933,373.1301197,275.2904887,224.1301039,403.5568131,819.8612615,422.6017768,633.0931552,471.7452778,454.3464612,834.504386,277.071796,337.7273847,525.5446633,217.2107514,381.9718582,622.25075,,,,,,,,,,,,,
1847,6149.230792,5186.611708,6154.87946,7206.21983,6048.996638,5461.054952,6200.810082,5742.605453,5689.277894,5266.462839,7456.936432,6152.205414,7019.161244,5999.774306,7288.666335,7484.70184,8604.58542,8130.557267,9676.13326,7277.02963,8376.315846,8719.338458,7712.960859,11436.75717,10316.90397,10188.31255,11261.31888,8624.42259,10707.52378,10590.84531,8419.097929,9859.581827,5193.722907,4985.360347,6367.91455,6189.17328,5364.184808,5554.343198,6660.726592,5422.637717,7795.233385,5402.59141,7615.480704,4916.902881,5196.760475,6597.060757,5493.672264,7099.658025,8504.899013,8079.231979,8985.299517,8190.269134,5777.52143,10068.63144,2463.668744,7623.366416,6228.282251,5194.012887,6943.821336,6192.827321,4446.748094,4566.256301,4776.706349,6424.24307,7246.625302,7918.501109,6117.495854,8044.378384,6037.620309,7322.402191,6137.54389,6696.377315,7366.579893,6222.344852,7661.509549,648.0871261,7232.686728,8468.123385,6031.316259,7367.355426,6778.113188,8520.199669,7161.158579,7905.263713,8205.793526,7720.463753,6082.793591,8228.232777,7511.983892,9162.188815,8837.232283,9610.152427,7005.141892,7695.310148,7577.733333,8244.726027,9689.333918,10091.29152,7611.331237,10533.15353,11302.51622,8428.823925,11142.05278,,,,,,,,,,,,,
